"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,520000000,470,"不整形",23,600,"1995年","ＲＣ","共同住宅","住宅","南","区道",7,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",11,120000000,70,"不整形",8,100,"2023年","木造","住宅","住宅","西","区道",3.2,"１中住専",60,200,"2023年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,100000000,90,"不整形","",90,"2023年","木造","住宅","住宅","南東","私道",4,"１低住専",60,200,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",8,480000000,145,"ほぼ台形",11.4,400,"2021年","ＲＣ","共同住宅、店舗","住宅","南","区道",4.3,"準工業",60,300,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,420000000,370,"ほぼ整形",27.5,"","","","","住宅","南西","区道",4.6,"１低住専",60,150,"2022年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,370000000,470,"不整形",23,600,"1995年","ＲＣ","共同住宅","住宅","南","区道",7,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",9,140000000,70,"ほぼ長方形",8.8,120,"2014年","鉄骨造","住宅","住宅","北東","私道",4,"近隣商業",80,300,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,95000000,70,"ほぼ整形",7,85,"2015年","木造","住宅","住宅","西","区道",4,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",6,830000000,280,"正方形",17,510,"2021年","ＲＣ","共同住宅","住宅","西","区道","","","","","2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",7,16000000,70,"長方形",9.5,65,"1947年","木造","住宅","住宅","接面道路無","","","準工業",60,300,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",14,180000000,140,"ほぼ台形",7.5,210,"2005年","木造","住宅、駐車場","","北東","区道",4.7,"１低住専",60,150,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",8,740000000,250,"ほぼ長方形",18,430,"2021年","鉄骨造","その他","その他","南東","区道",6.4,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",11,56000000,70,"袋地等",2.5,85,"1998年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",6,140000000,100,"ほぼ長方形","",150,"2021年","木造","住宅","住宅","北西","私道",2.8,"準工業",60,300,"2020年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","不動前",15,67000000,60,"ほぼ整形",4.2,95,"2002年","木造","住宅","住宅","南","区道",6.8,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",14,95000000,70,"ほぼ長方形",6.5,90,"2024年","","","住宅","南","区道",3.8,"１低住専",60,150,"2023年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",16,62000000,55,"ほぼ長方形",4.9,85,"2003年","木造","住宅","住宅","東","区道",6,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",9,51000000,60,"台形",7,65,"1976年","軽量鉄骨造","住宅","住宅","南","区道",7.3,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",9,110000000,90,"台形",9.3,165,"1993年","鉄骨造","住宅","住宅","南","区道",7.2,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",14,41000000,65,"ほぼ整形",6.7,70,"1977年","木造","住宅","住宅","東","区道",6.9,"１低住専",60,150,"2022年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",16,68000000,65,"不整形",2.5,95,"2005年","木造","住宅","その他","北西","区道",3.6,"１低住専",60,150,"2022年第1四半期","隣地の購入"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",16,63000000,55,"ほぼ長方形",4.5,100,"2005年","木造","住宅、駐車場","住宅","北","区道",4,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",16,120000000,100,"長方形",6,100,"2004年","木造","住宅","住宅","北西","区道",4,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",11,68000000,75,"不整形",1.5,65,"2021年","木造","住宅","住宅","東","私道",4,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",11,34000000,70,"不整形","",60,"1972年","木造","住宅","住宅","東","道路",2.7,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",14,71000000,65,"ほぼ台形",8.6,"","","","","住宅","南西","区道",5.3,"１種住居",60,200,"2021年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",19,190000000,180,"ほぼ正方形","",280,"2021年","木造","共同住宅","その他","東","私道",4,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",14,82000000,80,"ほぼ長方形","",100,"2021年","木造","住宅","住宅","南","区道",6,"１種住居",60,200,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","武蔵小山",14,58000000,80,"不整形",2.5,90,"","木造","住宅","住宅","南東","区道",2.6,"１低住専",60,150,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",11,240000000,115,"不整形",3.5,200,"2020年","鉄骨造","共同住宅","住宅","南西","区道",3.4,"１中住専",60,200,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",15,88000000,65,"ほぼ長方形",6.4,85,"2010年","木造","住宅","住宅","南","区道",3.3,"１低住専",60,150,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",7,150000000,80,"ほぼ長方形",5.8,165,"1987年","鉄骨造","住宅、事務所、その他","住宅","北東","区道",6.1,"準工業",60,300,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",9,49000000,45,"ほぼ長方形",2.5,410,"","","","住宅","東","私道",2,"準工業",60,200,"2023年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",15,210000000,230,"ほぼ正方形",15.2,190,"1988年","ＲＣ","共同住宅","住宅","南","私道",2.8,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",18,120000000,95,"長方形",7.4,135,"2023年","木造","住宅","住宅","北西","私道",3.4,"１中住専",60,200,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",5,880000000,570,"ほぼ長方形",21,1300,"2001年","ＲＣ","共同住宅","住宅","東","区道",8.5,"準工業",60,300,"2023年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",9,350000000,115,"ほぼ台形","",260,"2021年","ＲＣ","共同住宅","住宅","北西","区道",2.7,"準工業",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",5,140000000,85,"不整形",6.5,85,"1970年","木造","住宅","住宅","南西","私道",3.1,"１種住居",60,300,"2022年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",9,63000000,45,"長方形",2.5,80,"1996年","ＲＣ、木造","共同住宅","住宅","北東","私道",4,"準工業",60,300,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",14,70000000,55,"ほぼ長方形",8.1,85,"2001年","ＲＣ、木造","住宅","住宅","東","道路",3.3,"１中住専",60,200,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",8,120000000,80,"ほぼ長方形",5.9,165,"1987年","鉄骨造","住宅、事務所、その他","住宅","北東","区道",6.1,"準工業",60,300,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",16,110000000,55,"不整形",5.1,"","","","","住宅","北","区道",4.2,"１中住専",60,200,"2022年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",13,59000000,65,"ほぼ長方形",5.5,100,"1994年","木造","住宅","住宅","東","私道",3.6,"１中住専",60,200,"2020年第4四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",9,190000000,100,"袋地等","",80,"1989年","木造","住宅","","南","区道",5,"準工業",60,300,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","下目黒","目黒",8,62000000,55,"ほぼ長方形",4.5,50,"2020年","木造","住宅","住宅","南西","区道",5,"準工業",60,300,"2020年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",3,1200000000,410,"不整形",16.7,1200,"","ＳＲＣ","住宅、事務所、倉庫、店舗","住宅","西","都道","","近隣商業",80,300,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",1,680000000,90,"長方形",6.2,390,"1989年","ＲＣ、鉄骨造","住宅、店舗","その他","南東","区道",6.1,"商業",80,400,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",8,140000000,105,"袋地等",2.7,95,"2024年","木造","住宅","住宅","東","区道",6.1,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,95000000,75,"長方形",7,120,"1972年","木造","共同住宅","住宅","北東","道路",3.5,"１中住専",60,200,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",12,140000000,160,"長方形",8.9,220,"1972年","ＲＣ","共同住宅","住宅","北","区道",4.3,"１低住専",50,100,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",13,160000000,195,"不整形",5.9,"","","","","住宅","北","区道",4.2,"１低住専",50,100,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,510000000,340,"ほぼ正方形",17.5,360,"2009年","木造","住宅","住宅","東","私道",4,"１低住専",60,150,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",1,82000000,35,"ほぼ長方形","","","","","","店舗","北","私道",4,"商業",80,600,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,66000000,75,"ほぼ長方形",7,120,"1972年","鉄骨造","共同住宅","その他","北東","区道",3.3,"１中住専",60,200,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",7,220000000,105,"不整形",3,170,"2015年","ＳＲＣ","共同住宅","住宅","南","区道",5.3,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",3,130000000,35,"ほぼ長方形",3,80,"1973年","鉄骨造","事務所、倉庫、店舗","店舗","北","区道",6.1,"近隣商業",80,300,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",5,290000000,210,"長方形",9,190,"1990年","軽量鉄骨造","住宅、共同住宅","住宅","西","区道",4.3,"１低住専",50,100,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,130000000,60,"台形",9.1,95,"1997年","ＲＣ、木造","住宅","住宅","南西","私道",3.5,"１低住専",60,150,"2022年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",4,420000000,115,"ほぼ長方形",6,"","","","","店舗","南","区道",5.2,"１低住専",60,150,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,340000000,270,"ほぼ整形",14.5,130,"1972年","木造","住宅","","西","区道",8.3,"１中住専",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",1,85000000,35,"長方形",4.5,90,"1971年","ＲＣ","住宅、店舗","店舗","南東","私道",4,"商業",80,600,"2022年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",8,95000000,60,"ほぼ長方形",4.3,110,"2001年","ＲＣ","住宅","住宅","北","区道","","","","","2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,770000000,350,"長方形",15.4,760,"2016年","ＲＣ","共同住宅","","南","区道",6.2,"１低住専",50,100,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",9,280000000,350,"ほぼ正方形","",200,"2003年","木造","住宅、駐車場","住宅","東","私道",4,"１低住専",50,100,"2021年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,260000000,210,"不整形",3,165,"2021年","木造","住宅","住宅","東","区道",6.1,"１低住専",50,100,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",2,660000000,145,"長方形",5.6,360,"2003年","ＳＲＣ","事務所、店舗","店舗","南","区道",7.8,"商業",80,400,"2021年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",6,170000000,100,"長方形",5.5,140,"2020年","木造","住宅","住宅","南","区道",10,"１低住専",50,100,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",11,370000000,175,"ほぼ長方形",12.1,300,"2019年","鉄骨造","共同住宅","住宅","東","区道",4.9,"１種住居",60,300,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",10,350000000,380,"不整形",14.2,230,"1995年","木造","住宅","住宅","西","区道",5.3,"１低住専",50,100,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",3,780000000,360,"長方形",17.3,670,"1988年","ＲＣ","住宅、店舗","店舗","東","区道",4,"近隣商業",80,200,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","自由が丘","自由が丘(東京)",7,160000000,100,"長方形",5.4,140,"2020年","ＲＣ、木造","住宅","住宅","南","区道",9.7,"１低住専",50,100,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",4,170000000,105,"長方形",12.2,100,"2014年","木造","住宅","住宅","北","区道",5.7,"１低住専",50,100,"2025年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",3,110000000,95,"不整形",2.6,145,"2007年","ＲＣ","住宅","住宅","東","区道",5.4,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",4,110000000,135,"不整形",4,105,"1980年","木造","住宅","住宅","東","区道",5.5,"１低住専",60,150,"2025年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",7,90000000,100,"ほぼ長方形",6.2,95,"2024年","木造","住宅","住宅","南東","私道",2.7,"近隣商業",80,300,"2024年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",7,96000000,90,"ほぼ長方形",6,95,"2024年","木造","住宅","住宅","南","私道",2.7,"１低住専",60,150,"2024年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",7,36000000,40,"ほぼ正方形",6,70,"1983年","木造","住宅、駐車場","住宅","東","私道",3.5,"１低住専",60,150,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",4,150000000,95,"台形",6.8,135,"2023年","木造","住宅","住宅","南","区道",5.4,"１低住専",60,150,"2023年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",3,140000000,120,"長方形",8,180,"1998年","ＲＣ、木造","住宅、駐車場","住宅","北東","区道",5.4,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","洗足","洗足",2,64000000,45,"長方形",4.9,120,"1992年","鉄骨造","住宅","住宅","南","区道",5.4,"近隣商業",80,300,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",5,120000000,125,"不整形","",95,"2014年","木造","住宅","住宅","東","私道",4.5,"１低住専",50,100,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",7,53000000,95,"不整形","",70,"1962年","木造","住宅","住宅","北西","私道",3.6,"１低住専",50,100,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",6,160000000,170,"台形",11,"","1978年","","住宅","住宅","西","区道","","","","","2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",3,190000000,280,"不整形","",150,"1984年","木造","住宅","住宅","東","区道",7.2,"近隣商業",80,200,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",4,190000000,155,"ほぼ長方形",8.4,200,"2001年","木造","住宅","住宅","東","区道",5.3,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",3,190000000,160,"ほぼ長方形",7,135,"2021年","木造","住宅","住宅","北西","区道",5.3,"１低住専",50,100,"2021年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","洗足",6,85000000,150,"ほぼ長方形",9.5,125,"1991年","木造","住宅","住宅","北","私道",3.6,"１低住専",50,100,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","西小山",6,580000000,170,"ほぼ長方形",8,490,"2023年","ＲＣ","共同住宅","住宅","北","区道",6,"１種住居",60,200,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","西小山",4,62000000,40,"不整形",5,50,"2023年","木造","住宅","住宅","南東","区道",4.7,"１種住居",60,200,"2022年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","洗足","西小山",5,140000000,105,"台形",13.9,175,"2020年","木造","住宅","住宅","南西","区道",4.3,"１種住居",60,200,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",7,98000000,80,"ほぼ長方形",6,80,"2017年","木造","住宅","住宅","南東","区道",4.5,"１低住専",50,100,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",7,130000000,75,"ほぼ長方形",5.5,105,"2024年","木造","住宅","住宅","東","私道",4,"１低住専",60,150,"2024年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,240000000,200,"ほぼ長方形",17,95,"1988年","木造","住宅","住宅","南東","区道",6,"１低住専",50,100,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",7,230000000,220,"ほぼ長方形",9.2,165,"1985年","木造","住宅","住宅","北","区道",5.9,"１低住専",50,100,"2024年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",5,950000000,360,"ほぼ正方形",19,520,"2024年","鉄骨造","共同住宅","住宅","南西","区道",6,"１低住専",60,150,"2024年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",9,98000000,65,"ほぼ整形",5.7,100,"2013年","木造","住宅","住宅","北西","私道",4,"１低住専",50,100,"2024年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",9,100000000,85,"袋地等",3.1,75,"2024年","木造","住宅","住宅","西","区道",3.4,"１低住専",60,150,"2024年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",4,490000000,340,"不整形",5.2,780,"2001年","ＲＣ","住宅","住宅","西","区道",5.9,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",10,140000000,145,"ほぼ長方形",10,155,"2018年","木造","共同住宅","住宅","西","区道",4.5,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,270000000,230,"ほぼ正方形",15.4,200,"1975年","木造","住宅","住宅","南","区道",5.5,"１低住専",60,150,"2023年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",6,240000000,310,"不整形","",270,"1973年","鉄骨造","共同住宅","住宅","南東","私道",5,"１低住専",50,100,"2023年第1四半期","隣地の購入"
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",7,160000000,160,"ほぼ長方形",11,"","","","","その他","東","私道",2.9,"１低住専",60,150,"2023年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,110000000,90,"ほぼ長方形",6.7,155,"1991年","木造","住宅","住宅","北東","区道",5.8,"１低住専",60,150,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,180000000,220,"ほぼ台形",13,200,"1996年","","","住宅","南","区道",6,"１低住専",50,100,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",4,99000000,170,"不整形",4,130,"1994年","木造","住宅","住宅","南","区道",2.8,"１低住専",60,200,"2022年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","13110","東京都","目黒区","平町","都立大学",11,160000000,120,"ほぼ長方形",8,240,"1990年","ＲＣ","共同住宅","住宅","南","区道",5.4,"近隣商業",80,200,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,96000000,60,"ほぼ長方形",4.8,90,"2011年","木造","住宅","住宅","東","区道",6,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,110000000,105,"長方形",6.6,100,"2003年","鉄骨造","住宅","住宅","南","区道",6,"１低住専",60,150,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",7,750000000,380,"長方形",12.8,660,"2021年","ＲＣ","共同住宅","住宅","北西","区道",4.5,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",4,420000000,420,"ほぼ台形",20,400,"2004年","鉄骨造","その他","その他","南","区道",6,"１低住専",50,100,"2021年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",10,67000000,70,"不整形",2.6,90,"2013年","木造","住宅","","東","道路",3.4,"１低住専",60,150,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,270000000,320,"ほぼ長方形",14.3,170,"1969年","木造","住宅","その他","北東","区道",6,"１低住専",50,100,"2021年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",10,110000000,115,"ほぼ長方形",7.2,100,"2020年","木造","住宅","住宅","北","私道",4,"１低住専",50,100,"2020年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",8,37000000,155,"不整形","","","","","","住宅","南東","私道",3,"１低住専",60,150,"2020年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","13110","東京都","目黒区","平町","都立大学",4,660000000,300,"長方形",20.6,530,"2020年","ＲＣ","共同住宅","住宅","東","私道",4,"１中住専",60,200,"2020年第2四半期",""
